Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1982,Glenn Hoffman,23,US,,R,R,"6' 1""",175,"Jul 7, 1958",3,150,136,150,150,0,0,0,0,0,150,0,0,0,0,0,0,0,-1.3,No,No
1982,Bruce Hurst,24,US,,L,L,"6' 4""",200,"Mar 24, 1958",3,28,19,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,-1,No,No
1982,Ed Jurak,24,US,,R,R,"6' 2""",185,"Oct 24, 1957",1st,12,5,12,12,0,0,0,0,11,0,0,1,0,1,0,0,3,0,No,No
1982,Roger LaFrancois,25,US,,L,R,"6' 2""",215,"Aug 2, 1956",1st,8,1,8,8,0,8,0,0,0,0,0,0,0,0,0,2,0,0.1,No,No
1982,Carney Lansford,25,US,,R,R,"6' 2""",195,"Feb 7, 1957",5,128,127,128,114,0,0,0,0,114,0,0,0,0,0,13,1,0,2.3,No,No
1982,Rick Miller,34,US,,L,L,"6' 0""",175,"Apr 19, 1948",12,135,113,135,127,0,0,0,0,0,0,0,126,2,127,0,10,1,-0.7,No,No
1982,Reid Nichols,23,US,,R,R,"5' 11""",165,"Aug 5, 1958",3,92,65,92,82,0,0,0,0,0,0,31,57,3,82,4,6,11,1.1,No,No
1982,Bob Ojeda,24,US,,L,L,"6' 1""",185,"Dec 17, 1957",3,22,14,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1982,Tony Pérez,40,CU,,R,R,"6' 2""",175,"May 14, 1942",19,69,46,69,2,0,0,2,0,0,0,0,0,0,0,46,22,0,0.4,No,Yes
1982,Chuck Rainey,27,US,,R,R,"5' 11""",190,"Jul 14, 1954",4,27,25,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.6,No,No
1982,Jerry Remy,29,US,,L,R,"5' 9""",165,"Nov 8, 1952",8,155,154,155,154,0,0,0,154,0,0,0,0,0,0,0,1,0,0.4,No,No
1982,Jim Rice,29,US,,R,R,"6' 2""",200,"Mar 8, 1953",9,145,145,145,145,0,0,0,0,0,0,145,0,0,145,0,0,0,3,No,Yes
1982,Bob Stanley,27,US,,R,R,"6' 4""",210,"Nov 10, 1954",6,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,4.7,No,No
1982,Dave Stapleton,28,US,,R,R,"6' 1""",178,"Jan 16, 1954",3,150,141,150,144,0,0,107,9,5,27,1,0,0,1,3,5,1,0.6,No,No
1982,Marc Sullivan,23,US,,R,R,"6' 4""",205,"Jul 25, 1958",1st,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1982,Mike Torrez,35,US,,R,R,"6' 5""",220,"Aug 28, 1946",16,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0.4,No,No
1982,John Tudor,28,US,,L,L,"6' 0""",185,"Feb 2, 1954",4,32,30,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,3.7,No,No
1982,Julio Valdez,26,DO,,B,R,"6' 2""",160,"Jun 3, 1956",3,28,1,28,22,0,0,0,0,0,22,0,0,0,0,3,2,8,-0.2,No,No
1982,Carl Yastrzemski,42,US,,L,R,"5' 11""",175,"Aug 22, 1939",22,131,116,131,15,0,0,13,0,0,0,0,2,0,2,103,15,0,1.3,Yes,Yes
1983,Gary Allenson,28,US,,R,R,"5' 11""",185,"Feb 4, 1955",5,84,76,84,84,0,84,0,0,0,0,0,0,0,0,0,2,0,0.1,No,No
1983,Luis Aponte,30,VE,,R,R,"6' 0""",185,"Jun 14, 1953",4,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0.9,No,No
1983,Tony Armas,29,VE,,R,R,"5' 11""",182,"Jul 2, 1953",8,145,142,145,116,0,0,0,0,0,0,0,116,0,116,27,3,0,-0.8,No,No
1983,Marty Barrett,25,US,,R,R,"5' 10""",175,"Jun 23, 1958",2,33,8,33,23,0,0,0,23,0,0,0,0,0,0,5,0,13,-0.6,No,No
1983,Doug Bird,33,US,,R,R,"6' 4""",180,"Mar 5, 1950",11,22,6,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-1,No,No
1983,Wade Boggs,25,US,,L,R,"6' 2""",190,"Jun 15, 1958",2,153,153,153,153,0,0,0,0,153,0,0,0,0,0,0,0,0,7.8,No,Yes
1983,Oil Can Boyd,23,US,,R,R,"6' 1""",155,"Oct 6, 1959",2,15,13,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,2,No,No
1983,Mike Brown,24,US,,R,R,"6' 2""",195,"Mar 24, 1959",2,19,18,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0.2,No,No
1983,Mark Clear,27,US,,R,R,"6' 4""",200,"May 27, 1956",5,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,No,No
1983,Dennis Eckersley,28,US,,R,R,"6' 2""",190,"Oct 3, 1954",9,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,No,Yes
1983,Dwight Evans,31,US,,R,R,"6' 2""",180,"Nov 3, 1951",12,126,118,126,99,0,0,0,0,0,0,0,0,99,99,21,7,1,1.2,No,No
1983,Rich Gedman,23,US,,L,R,"6' 0""",210,"Sep 26, 1959",4,81,53,81,69,0,69,0,0,0,0,0,0,0,0,0,23,0,-0.1,No,No
1983,Lee Graham,23,US,,L,L,"5' 10""",170,"Sep 22, 1959",1st,5,0,5,3,0,0,0,0,0,0,0,3,0,3,0,0,2,0,No,No
1983,Jackie Gutiérrez,23,CO,,R,R,"5' 11""",175,"Jun 27, 1960",1st,5,3,5,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,No,No
1983,Glenn Hoffman,24,US,,R,R,"6' 1""",175,"Jul 7, 1958",4,143,143,143,143,0,0,0,0,0,143,0,0,0,0,0,0,0,0.3,No,No
1983,Bruce Hurst,25,US,,L,L,"6' 4""",200,"Mar 24, 1958",4,33,32,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,4,No,No
1983,John Henry Johnson,26,US,,L,L,"6' 2""",190,"Aug 21, 1956",5,34,1,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0.4,No,No
1983,Ed Jurak,25,US,,R,R,"6' 2""",185,"Oct 24, 1957",2,75,42,75,67,0,0,19,1,12,38,0,0,0,0,5,4,9,0.9,No,No
1983,Rick Miller,35,US,,L,L,"6' 0""",175,"Apr 19, 1948",13,104,58,104,68,0,0,2,0,0,0,6,21,41,66,2,41,1,1,No,No
1983,Jeff Newman,34,US,,R,R,"6' 2""",215,"Sep 11, 1948",8,59,38,59,51,0,51,0,0,0,0,0,0,0,0,6,6,0,-0.3,No,No
1983,Reid Nichols,24,US,,R,R,"5' 11""",165,"Aug 5, 1958",4,100,67,100,73,0,0,0,0,0,1,11,32,30,72,18,21,7,0.8,No,No
1983,Al Nipper,24,US,,R,R,"6' 0""",188,"Apr 2, 1959",1st,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,No,No
1983,Bob Ojeda,25,US,,L,L,"6' 1""",185,"Dec 17, 1957",4,29,28,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,3,No,No
1983,Jerry Remy,30,US,,L,R,"5' 9""",165,"Nov 8, 1952",9,146,143,146,143,0,0,0,143,0,0,0,0,0,0,0,2,1,0.8,No,No
1983,Jim Rice,30,US,,R,R,"6' 2""",200,"Mar 8, 1953",10,155,155,155,151,0,0,0,0,0,0,151,0,0,151,4,0,0,5.7,Yes,Yes
1983,Bob Stanley,28,US,,R,R,"6' 4""",210,"Nov 10, 1954",7,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,No
1983,Dave Stapleton,29,US,,R,R,"6' 1""",178,"Jan 16, 1954",4,151,144,151,150,0,0,145,5,0,0,0,0,0,0,0,1,0,-1.6,No,No
1983,John Tudor,29,US,,L,L,"6' 0""",185,"Feb 2, 1954",5,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,3.8,No,No
1983,Julio Valdez,27,DO,,B,R,"6' 2""",160,"Jun 3, 1956",4,12,8,12,11,0,0,0,9,0,2,0,0,0,0,1,0,2,-0.5,No,No
1983,Chico Walker,25,US,,B,R,"5' 9""",170,"Nov 25, 1957",3,4,0,4,3,0,0,0,0,0,0,3,0,0,3,0,1,0,0.2,No,No
1983,Carl Yastrzemski,43,US,,L,R,"5' 11""",175,"Aug 22, 1939",23,119,107,119,3,0,0,2,0,0,0,1,0,0,1,107,12,0,-0.2,Yes,Yes
1984,Gary Allenson,29,US,,R,R,"5' 11""",185,"Feb 4, 1955",6,35,27,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1984,Tony Armas,30,VE,,R,R,"5' 11""",182,"Jul 2, 1953",9,157,157,157,126,0,0,0,0,0,0,0,126,1,126,31,0,0,2.6,Yes,No
1984,Marty Barrett,26,US,,R,R,"5' 10""",175,"Jun 23, 1958",3,139,135,139,136,0,0,0,136,0,0,0,0,0,0,0,1,2,2.8,No,No
1984,Wade Boggs,26,US,,L,R,"6' 2""",190,"Jun 15, 1958",3,158,157,158,155,0,0,0,0,155,0,0,0,0,0,2,1,0,6.3,No,Yes
1984,Oil Can Boyd,24,US,,R,R,"6' 1""",155,"Oct 6, 1959",3,29,26,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,1.5,No,No
1984,Mike Brown,25,US,,R,R,"6' 2""",195,"Mar 24, 1959",3,15,11,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,No,No
1984,Bill Buckner,34,US,,L,L,"6' 0""",185,"Dec 14, 1949",16,114,113,114,113,0,0,113,0,0,0,0,0,0,0,0,1,0,-0.3,No,No
1984,Mark Clear,28,US,,R,R,"6' 4""",200,"May 27, 1956",6,47,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1984,Roger Clemens,21,US,,R,R,"6' 4""",205,"Aug 4, 1962",1st,21,20,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1.8,No,No
1984,Steve Crawford,26,US,,R,R,"6' 5""",225,"Apr 29, 1958",4,35,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0.6,No,No
1984,Jim Dorsey,28,US,,R,R,"6' 2""",190,"Aug 2, 1955",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1984,Mike Easler,33,US,,L,R,"6' 0""",190,"Nov 29, 1950",11,156,155,156,29,0,0,29,0,0,0,0,0,0,0,126,1,0,3.7,No,No
1984,Dennis Eckersley,29,US,,R,R,"6' 2""",190,"Oct 3, 1954",10,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,Yes
1984,Dwight Evans,32,US,,R,R,"6' 2""",180,"Nov 3, 1951",13,162,162,162,161,0,0,0,0,0,0,0,0,161,161,1,0,0,5.4,No,No
1984,Rich Gale,30,US,,R,R,"6' 7""",225,"Jan 19, 1954",7,13,4,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1984,Rich Gedman,24,US,,L,R,"6' 0""",210,"Sep 26, 1959",5,133,115,133,125,0,125,0,0,0,0,0,0,0,0,0,17,0,3.3,No,No
1984,Jackie Gutiérrez,24,CO,,R,R,"5' 11""",175,"Jun 27, 1960",2,151,139,151,150,0,0,0,0,0,150,0,0,0,0,0,0,1,-2.2,No,No
1984,Glenn Hoffman,25,US,,R,R,"6' 1""",175,"Jul 7, 1958",5,64,24,64,62,0,0,0,2,4,56,0,0,0,0,0,3,2,-0.8,No,No
1984,Bruce Hurst,26,US,,L,L,"6' 4""",200,"Mar 24, 1958",5,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,3.5,No,No
1984,John Henry Johnson,27,US,,L,L,"6' 2""",190,"Aug 21, 1956",6,30,3,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.4,No,No
1984,Ed Jurak,26,US,,R,R,"6' 2""",185,"Oct 24, 1957",3,47,14,47,43,0,0,19,14,9,2,0,0,0,0,0,4,7,0.2,No,No
1984,Rick Miller,36,US,,L,L,"6' 0""",175,"Apr 19, 1948",14,95,16,95,39,0,0,8,0,0,0,0,21,10,31,0,64,1,-0.3,No,No
1984,Charlie Mitchell,22,US,,R,R,"6' 3""",170,"Jun 24, 1962",1st,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.2,No,No
1984,Jeff Newman,35,US,,R,R,"6' 2""",215,"Sep 11, 1948",9,24,18,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1984,Reid Nichols,25,US,,R,R,"5' 11""",165,"Aug 5, 1958",5,74,30,74,48,0,0,0,0,0,0,18,26,4,48,1,22,5,-0.6,No,No
1984,Al Nipper,25,US,,R,R,"6' 0""",188,"Apr 2, 1959",2,29,24,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,2.8,No,No
1984,Bob Ojeda,26,US,,L,L,"6' 1""",185,"Dec 17, 1957",5,33,32,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,3.4,No,No
1984,Jerry Remy,31,US,,L,R,"5' 9""",165,"Nov 8, 1952",10,30,24,30,24,0,0,0,24,0,0,0,0,0,0,0,6,0,0,No,No
1984,Jim Rice,31,US,,R,R,"6' 2""",200,"Mar 8, 1953",11,159,159,159,157,0,0,0,0,0,0,157,0,0,157,2,0,0,2.5,Yes,Yes
1984,Bob Stanley,29,US,,R,R,"6' 4""",210,"Nov 10, 1954",8,57,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1984,Dave Stapleton,30,US,,R,R,"6' 1""",178,"Jan 16, 1954",5,13,11,13,10,0,0,10,0,0,0,0,0,0,0,1,2,0,-0.2,No,No
1984,Marc Sullivan,25,US,,R,R,"6' 4""",205,"Jul 25, 1958",2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,No,No
1984,Chico Walker,26,US,,B,R,"5' 9""",170,"Nov 25, 1957",4,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,No,No
1985,Tony Armas,31,VE,,R,R,"5' 11""",182,"Jul 2, 1953",10,103,98,103,79,0,0,0,0,0,0,16,69,2,79,19,5,0,1.1,No,No
1985,Marty Barrett,27,US,,R,R,"5' 10""",175,"Jun 23, 1958",4,156,150,156,155,0,0,0,155,0,0,0,0,0,0,0,1,3,1.8,No,No
1985,Wade Boggs,27,US,,L,R,"6' 2""",190,"Jun 15, 1958",4,161,160,161,160,0,0,0,0,160,0,0,0,0,0,0,1,0,9.1,Yes,Yes
1985,Oil Can Boyd,25,US,,R,R,"6' 1""",155,"Oct 6, 1959",4,35,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,6.1,No,No
1985,Mike Brown,26,US,,R,R,"6' 2""",195,"Mar 24, 1959",4,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1985,Bill Buckner,35,US,,L,L,"6' 0""",185,"Dec 14, 1949",17,162,162,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0,1.5,No,No
1985,Mark Clear,29,US,,R,R,"6' 4""",200,"May 27, 1956",7,41,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0.6,No,No
1985,Roger Clemens,22,US,,R,R,"6' 4""",205,"Aug 4, 1962",2,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,2.7,No,No
1985,Steve Crawford,27,US,,R,R,"6' 5""",225,"Apr 29, 1958",5,44,1,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0.5,No,No
1985,Jim Dorsey,29,US,,R,R,"6' 2""",190,"Aug 2, 1955",3,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,No,No
1985,Mike Easler,34,US,,L,R,"6' 0""",190,"Nov 29, 1950",12,155,149,155,20,0,0,0,0,0,0,18,0,2,20,130,6,0,0.4,No,No
1985,Dwight Evans,33,US,,R,R,"6' 2""",180,"Nov 3, 1951",14,159,159,159,152,0,0,0,0,0,0,0,0,152,152,7,0,0,4.1,No,No
1985,Rich Gedman,25,US,,L,R,"6' 0""",210,"Sep 26, 1959",6,144,129,144,139,0,139,0,0,0,0,0,0,0,0,0,11,0,5.4,Yes,No
1985,Mike Greenwell,21,US,,L,R,"6' 0""",170,"Jul 18, 1963",1st,17,6,17,17,0,0,0,0,0,0,16,0,3,17,0,2,2,0.4,No,No
1985,Jackie Gutiérrez,25,CO,,R,R,"5' 11""",175,"Jun 27, 1960",3,103,83,103,99,0,0,0,0,0,99,0,0,0,0,0,1,7,-1.3,No,No
1985,Glenn Hoffman,26,US,,R,R,"6' 1""",175,"Jul 7, 1958",6,96,82,96,96,0,0,0,3,3,93,0,0,0,0,0,0,0,1.8,No,No
1985,Bruce Hurst,27,US,,L,L,"6' 4""",200,"Mar 24, 1958",6,35,31,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,2.3,No,No
1985,Ed Jurak,27,US,,R,R,"6' 2""",185,"Oct 24, 1957",4,26,2,26,12,0,0,1,0,7,3,1,0,0,1,2,3,14,-0.1,No,No
1985,Bruce Kison,35,US,,R,R,"6' 4""",178,"Feb 18, 1950",15,22,9,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1.2,No,No
1985,Tim Lollar,29,US,,L,L,"6' 3""",200,"Mar 17, 1956",6,17,10,1,16,16,0,0,0,0,0,0,0,0,0,0,1,0,0.4,No,No
1985,Steve Lyons,25,US,,L,R,"6' 3""",190,"Jun 3, 1960",1st,133,88,133,116,0,0,0,0,1,1,2,111,2,114,5,14,19,-0.5,No,No
1985,Tom McCarthy,24,DE,,R,R,"6' 0""",180,"Jun 18, 1961",1st,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1985,Rick Miller,37,US,,L,L,"6' 0""",175,"Apr 19, 1948",15,41,2,41,8,0,0,0,0,0,0,4,1,3,8,4,36,2,0.3,No,No
1985,Charlie Mitchell,23,US,,R,R,"6' 3""",170,"Jun 24, 1962",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1985,Reid Nichols,26,US,,R,R,"5' 11""",165,"Aug 5, 1958",6,21,7,21,12,0,0,0,3,0,0,2,7,1,10,4,7,3,-0.4,No,No
1985,Al Nipper,26,US,,R,R,"6' 0""",188,"Apr 2, 1959",3,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2.1,No,No
1985,Bob Ojeda,27,US,,L,L,"6' 1""",185,"Dec 17, 1957",6,39,22,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,2.8,No,No
1985,Jim Rice,32,US,,R,R,"6' 2""",200,"Mar 8, 1953",12,140,137,140,130,0,0,0,0,0,0,130,0,0,130,7,3,0,1.9,Yes,Yes
1985,Kevin Romine,24,US,,R,R,"5' 11""",185,"May 23, 1961",1st,24,5,24,23,0,0,0,0,0,0,13,1,12,23,1,2,9,-0.1,No,No
1985,Dave Sax,26,US,,R,R,"6' 0""",185,"Sep 22, 1958",3,22,11,22,20,0,16,0,0,0,0,2,0,2,4,0,0,4,-0.1,No,No
1985,Jeff Sellers,21,US,,R,R,"6' 1""",175,"May 11, 1964",1st,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,No,No
1985,Bob Stanley,30,US,,R,R,"6' 4""",210,"Nov 10, 1954",9,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,2.9,No,No
1985,Dave Stapleton,31,US,,R,R,"6' 1""",178,"Jan 16, 1954",6,30,14,30,21,0,0,8,14,0,0,0,0,0,0,5,6,4,-0.3,No,No
1985,Marc Sullivan,26,US,,R,R,"6' 4""",205,"Jul 25, 1958",3,32,23,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1985,Mike Trujillo,25,US,,R,R,"6' 1""",180,"Jan 12, 1960",1st,27,7,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,No,No
1985,Rob Woodward,22,US,,R,R,"6' 3""",185,"Sep 28, 1962",1st,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,No,No
1986,Tony Armas,32,VE,,R,R,"5' 11""",182,"Jul 2, 1953",11,121,116,121,117,0,0,0,0,0,0,9,108,19,117,1,4,0,-0.4,No,No
1986,Marty Barrett,28,US,,R,R,"5' 10""",175,"Jun 23, 1958",5,158,158,158,158,0,0,0,158,0,0,0,0,0,0,0,0,0,2.9,No,No
1986,Don Baylor,37,US,,R,R,"6' 1""",190,"Jun 28, 1949",17,160,159,160,16,0,0,13,0,0,0,3,0,0,3,143,1,0,1.6,No,No
1986,Wade Boggs,28,US,,L,R,"6' 2""",190,"Jun 15, 1958",5,149,148,149,149,0,0,0,0,149,0,0,0,0,0,0,1,0,8.1,Yes,Yes
1986,Oil Can Boyd,26,US,,R,R,"6' 1""",155,"Oct 6, 1959",5,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3.5,No,No
1986,Mike Brown,27,US,,R,R,"6' 2""",195,"Mar 24, 1959",5,15,10,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,No,No
1986,Bill Buckner,36,US,,L,L,"6' 0""",185,"Dec 14, 1949",18,153,153,153,138,0,0,138,0,0,0,0,0,0,0,15,0,0,-0.3,No,No
1986,Roger Clemens,23,US,,R,R,"6' 4""",205,"Aug 4, 1962",3,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,8.8,Yes,No
1986,Steve Crawford,28,US,,R,R,"6' 5""",225,"Apr 29, 1958",6,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1986,Pat Dodson,26,US,,L,L,"6' 4""",210,"Oct 11, 1959",1st,9,2,9,7,0,0,7,0,0,0,0,0,0,0,0,2,0,0.2,No,No
1986,Dwight Evans,34,US,,R,R,"6' 2""",180,"Nov 3, 1951",15,152,150,152,149,0,0,0,0,0,0,0,0,149,149,1,2,0,4.4,No,No
1986,Wes Gardner,25,US,,R,R,"6' 4""",197,"Apr 29, 1961",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1986,Rich Gedman,26,US,,L,R,"6' 0""",210,"Sep 26, 1959",7,135,124,135,134,0,134,0,0,0,0,0,0,0,0,0,10,0,3.3,Yes,No
1986,Mike Greenwell,22,US,,L,R,"6' 0""",170,"Jul 18, 1963",2,31,4,31,15,0,0,0,0,0,0,8,0,7,15,3,15,5,0.3,No,No
1986,Dave Henderson,27,US,,R,R,"6' 2""",210,"Jul 21, 1958",6,36,7,36,32,0,0,0,0,0,0,0,32,0,32,0,5,4,0.5,No,No
1986,Glenn Hoffman,27,US,,R,R,"6' 1""",175,"Jul 7, 1958",7,12,6,12,12,0,0,0,0,1,11,0,0,0,0,0,0,1,-0.2,No,No
1986,Bruce Hurst,28,US,,L,L,"6' 4""",200,"Mar 24, 1958",7,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,4.6,No,No
1986,Tim Lollar,30,US,,L,L,"6' 3""",200,"Mar 17, 1956",7,33,1,1,32,32,0,0,0,0,0,0,0,0,0,0,1,0,-0.9,No,No
1986,Steve Lyons,26,US,,L,R,"6' 3""",190,"Jun 3, 1960",2,59,31,59,55,0,0,0,0,0,0,0,55,0,55,0,5,8,0.3,No,No
1986,Al Nipper,27,US,,R,R,"6' 0""",188,"Apr 2, 1959",4,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,No,No
1986,Spike Owen,25,US,,B,R,"5' 9""",165,"Apr 19, 1961",4,42,41,42,42,0,0,0,0,0,42,0,0,0,0,0,0,1,-0.2,No,No
1986,Rey Quiñones,22,PR,,R,R,"5' 11""",160,"Nov 11, 1963",1st,62,60,62,62,0,0,0,0,0,62,0,0,0,0,0,1,1,-0.2,No,No
1986,Jim Rice,33,US,,R,R,"6' 2""",200,"Mar 8, 1953",13,157,157,157,156,0,0,0,0,0,0,156,0,0,156,1,0,0,5.6,Yes,Yes
1986,Ed Romero,28,PR,,R,R,"5' 11""",160,"Dec 9, 1957",8,100,67,100,94,0,0,0,4,18,75,0,1,0,1,0,0,16,-0.8,No,No
1986,Kevin Romine,25,US,,R,R,"5' 11""",185,"May 23, 1961",2,35,10,35,33,0,0,0,0,0,0,0,28,5,33,0,1,7,0.2,No,No
1986,Joe Sambito,34,US,,L,L,"6' 1""",185,"Jun 28, 1952",10,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1986,Dave Sax,27,US,,R,R,"6' 0""",185,"Sep 22, 1958",4,4,3,4,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0.2,No,No
1986,Calvin Schiraldi,24,US,,R,R,"6' 5""",215,"Jun 16, 1962",3,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,2.9,No,No
1986,Tom Seaver,41,US,,R,R,"6' 1""",195,"Nov 17, 1944",20,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,No,Yes
1986,Jeff Sellers,22,US,,R,R,"6' 1""",175,"May 11, 1964",2,14,13,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,No,No
1986,Bob Stanley,31,US,,R,R,"6' 4""",210,"Nov 10, 1954",10,66,1,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,No,No
1986,Dave Stapleton,32,US,,R,R,"6' 1""",178,"Jan 16, 1954",7,39,8,39,37,0,0,29,6,2,0,0,0,0,0,0,2,11,-0.9,No,No
1986,Mike Stenhouse,28,US,,L,R,"6' 1""",195,"May 29, 1958",5,21,4,21,7,0,0,3,0,0,0,2,0,2,4,0,16,0,-0.1,No,No
1986,Sammy Stewart,31,US,,R,R,"6' 3""",200,"Oct 28, 1954",9,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1986,Marc Sullivan,27,US,,R,R,"6' 4""",205,"Jul 25, 1958",4,41,35,41,41,0,41,0,0,0,0,0,0,0,0,0,0,0,-0.6,No,No
1986,La Schelle Tarver,27,US,,L,L,"5' 11""",165,"Jan 30, 1959",1st,13,6,13,9,0,0,0,0,0,0,3,7,0,9,0,2,4,-0.5,No,No
1986,Mike Trujillo,26,US,,R,R,"6' 1""",180,"Jan 12, 1960",2,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1986,Rob Woodward,23,US,,R,R,"6' 3""",185,"Sep 28, 1962",2,9,6,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1987,Marty Barrett,29,US,,R,R,"5' 10""",175,"Jun 23, 1958",6,137,136,137,137,0,0,0,137,0,0,0,0,0,0,0,0,0,1.6,No,No
1987,Don Baylor,38,US,,R,R,"6' 1""",190,"Jun 28, 1949",18,108,90,108,0,0,0,0,0,0,0,0,0,0,0,97,17,1,0.4,No,No
1987,Todd Benzinger,24,US,,B,R,"6' 1""",185,"Feb 11, 1963",1st,73,56,73,63,0,0,2,0,0,0,14,5,47,61,0,10,2,1.2,No,No
1987,Wade Boggs,29,US,,L,R,"6' 2""",190,"Jun 15, 1958",6,147,146,147,145,0,0,1,0,145,0,0,0,0,0,1,1,0,8.3,Yes,Yes
1987,Tom Bolton,25,US,,L,L,"6' 2""",172,"May 6, 1962",1st,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.4,No,No
1987,Oil Can Boyd,27,US,,R,R,"6' 1""",155,"Oct 6, 1959",6,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,No,No
